OrderDetailID,OrderID,Product_ID,Quantity,CustomerID,EmployeeID,OrderDate,ShipperID,Product_Name,SupplierID,CategoryID,ProductDescription,ProductPrice,CategoryName,Description,CustomerName,ContactName,Address,City,PostalCode,Country,ShipperName,Phone
209,10326,75,50,8,4,1996-10-10,2,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,Beverages,"Soft drinks, coffees, teas, beers, and ales",Bólido Comidas preparadas,Martín Sommer,"C/ Araquil, 67",Madrid,28023,Spain,United Package,(503) 555-3199
210,10327,2,25,24,2,1996-10-11,1,Chang,1,1,24 - 12 oz bottles,19.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Folk och fä HB,Maria Larsson,Åkergatan 24,Bräcke,S-844 67,Sweden,Speedy Express,(503) 555-9831
211,10327,11,50,24,2,1996-10-11,1,Queso Cabrales,5,4,1 kg pkg.,21.0,Dairy Products,Cheeses,Folk och fä HB,Maria Larsson,Åkergatan 24,Bräcke,S-844 67,Sweden,Speedy Express,(503) 555-9831
212,10327,30,35,24,2,1996-10-11,1,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,Seafood,Seaweed and fish,Folk och fä HB,Maria Larsson,Åkergatan 24,Bräcke,S-844 67,Sweden,Speedy Express,(503) 555-9831
213,10327,58,30,24,2,1996-10-11,1,Escargots de Bourgogne,27,8,24 pieces,13.25,Seafood,Seaweed and fish,Folk och fä HB,Maria Larsson,Åkergatan 24,Bräcke,S-844 67,Sweden,Speedy Express,(503) 555-9831
214,10328,59,9,28,4,1996-10-14,3,Raclette Courdavault,28,4,5 kg pkg.,55.0,Dairy Products,Cheeses,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,Federal Shipping,(503) 555-9931
215,10328,65,40,28,4,1996-10-14,3,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,Federal Shipping,(503) 555-9931
216,10328,68,10,28,4,1996-10-14,3,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,Federal Shipping,(503) 555-9931
217,10329,19,10,75,4,1996-10-15,2,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,United Package,(503) 555-3199
218,10329,30,8,75,4,1996-10-15,2,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,Seafood,Seaweed and fish,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,United Package,(503) 555-3199
219,10329,38,20,75,4,1996-10-15,2,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,Beverages,"Soft drinks, coffees, teas, beers, and ales",Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,United Package,(503) 555-3199
220,10329,56,12,75,4,1996-10-15,2,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,United Package,(503) 555-3199
221,10330,26,50,46,3,1996-10-16,1,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,Confections,"Desserts, candies, and sweet breads",LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Speedy Express,(503) 555-9831
222,10330,72,25,46,3,1996-10-16,1,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,Dairy Products,Cheeses,LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Speedy Express,(503) 555-9831
223,10331,54,15,9,9,1996-10-16,1,Tourtière,25,6,16 pies,7.45,Meat/Poultry,Prepared meats,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Speedy Express,(503) 555-9831
224,10332,18,40,51,3,1996-10-17,2,Carnarvon Tigers,7,8,16 kg pkg.,62.5,Seafood,Seaweed and fish,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,United Package,(503) 555-3199
225,10332,42,10,51,3,1996-10-17,2,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,United Package,(503) 555-3199
226,10332,47,16,51,3,1996-10-17,2,Zaanse koeken,22,3,10 - 4 oz boxes,9.5,Confections,"Desserts, candies, and sweet breads",Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,United Package,(503) 555-3199
227,10333,14,10,87,5,1996-10-18,3,Tofu,6,7,40 - 100 g pkgs.,23.25,Produce,Dried fruit and bean curd,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,Federal Shipping,(503) 555-9931
228,10333,21,10,87,5,1996-10-18,3,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,Confections,"Desserts, candies, and sweet breads",Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,Federal Shipping,(503) 555-9931
229,10333,71,40,87,5,1996-10-18,3,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,Dairy Products,Cheeses,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,Federal Shipping,(503) 555-9931
230,10334,52,8,84,8,1996-10-21,2,Filo Mix,24,5,16 - 2 kg boxes,7.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Victuailles en stock,Mary Saveley,"2, rue du Commerce",Lyon,69004,France,United Package,(503) 555-3199
231,10334,68,10,84,8,1996-10-21,2,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Victuailles en stock,Mary Saveley,"2, rue du Commerce",Lyon,69004,France,United Package,(503) 555-3199
232,10335,2,7,37,7,1996-10-22,2,Chang,1,1,24 - 12 oz bottles,19.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,United Package,(503) 555-3199
233,10335,31,25,37,7,1996-10-22,2,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,Dairy Products,Cheeses,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,United Package,(503) 555-3199
234,10335,32,6,37,7,1996-10-22,2,Mascarpone Fabioli,14,4,24 - 200 g pkgs.,32.0,Dairy Products,Cheeses,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,United Package,(503) 555-3199
235,10335,51,48,37,7,1996-10-22,2,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,Produce,Dried fruit and bean curd,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,United Package,(503) 555-3199
236,10336,4,18,60,7,1996-10-23,2,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Princesa Isabel Vinhoss,Isabel de Castro,Estrada da saúde n. 58,Lisboa,1756,Portugal,United Package,(503) 555-3199
237,10337,23,40,25,4,1996-10-24,3,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Federal Shipping,(503) 555-9931
238,10337,26,24,25,4,1996-10-24,3,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,Confections,"Desserts, candies, and sweet breads",Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Federal Shipping,(503) 555-9931
239,10337,36,20,25,4,1996-10-24,3,Inlagd Sill,17,8,24 - 250 g jars,19.0,Seafood,Seaweed and fish,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Federal Shipping,(503) 555-9931
240,10337,37,28,25,4,1996-10-24,3,Gravad lax,17,8,12 - 500 g pkgs.,26.0,Seafood,Seaweed and fish,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Federal Shipping,(503) 555-9931
241,10337,72,25,25,4,1996-10-24,3,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,Dairy Products,Cheeses,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Federal Shipping,(503) 555-9931
242,10338,17,20,55,4,1996-10-25,3,Alice Mutton,7,6,20 - 1 kg tins,39.0,Meat/Poultry,Prepared meats,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Federal Shipping,(503) 555-9931
243,10338,30,15,55,4,1996-10-25,3,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,Seafood,Seaweed and fish,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Federal Shipping,(503) 555-9931
244,10339,4,10,51,2,1996-10-28,2,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,United Package,(503) 555-3199
245,10339,17,70,51,2,1996-10-28,2,Alice Mutton,7,6,20 - 1 kg tins,39.0,Meat/Poultry,Prepared meats,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,United Package,(503) 555-3199
246,10339,62,28,51,2,1996-10-28,2,Tarte au sucre,29,3,48 pies,49.3,Confections,"Desserts, candies, and sweet breads",Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,United Package,(503) 555-3199
247,10340,18,20,9,1,1996-10-29,3,Carnarvon Tigers,7,8,16 kg pkg.,62.5,Seafood,Seaweed and fish,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Federal Shipping,(503) 555-9931
248,10340,41,12,9,1,1996-10-29,3,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,Seafood,Seaweed and fish,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Federal Shipping,(503) 555-9931
249,10340,43,40,9,1,1996-10-29,3,Ipoh Coffee,20,1,16 - 500 g tins,46.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Federal Shipping,(503) 555-9931
250,10341,33,8,73,7,1996-10-29,3,Geitost,15,4,500 g,2.5,Dairy Products,Cheeses,Simons bistro,Jytte Petersen,Vinbæltet 34,København,1734,Denmark,Federal Shipping,(503) 555-9931
251,10341,59,9,73,7,1996-10-29,3,Raclette Courdavault,28,4,5 kg pkg.,55.0,Dairy Products,Cheeses,Simons bistro,Jytte Petersen,Vinbæltet 34,København,1734,Denmark,Federal Shipping,(503) 555-9931
252,10342,2,24,25,4,1996-10-30,2,Chang,1,1,24 - 12 oz bottles,19.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,United Package,(503) 555-3199
253,10342,31,56,25,4,1996-10-30,2,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,Dairy Products,Cheeses,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,United Package,(503) 555-3199
254,10342,36,40,25,4,1996-10-30,2,Inlagd Sill,17,8,24 - 250 g jars,19.0,Seafood,Seaweed and fish,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,United Package,(503) 555-3199
255,10342,55,40,25,4,1996-10-30,2,Pâté chinois,25,6,24 boxes x 2 pies,24.0,Meat/Poultry,Prepared meats,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,United Package,(503) 555-3199
256,10343,64,50,44,4,1996-10-31,1,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,Grains/Cereals,"Breads, crackers, pasta, and cereal",Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,Speedy Express,(503) 555-9831
257,10343,68,4,44,4,1996-10-31,1,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,Speedy Express,(503) 555-9831
258,10343,76,15,44,4,1996-10-31,1,Lakkalikööri,23,1,500 ml,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,Speedy Express,(503) 555-9831
259,10344,4,35,89,4,1996-11-01,2,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",White Clover Markets,Karl Jablonski,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,United Package,(503) 555-3199
260,10344,8,70,89,4,1996-11-01,2,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,40.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",White Clover Markets,Karl Jablonski,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,United Package,(503) 555-3199
261,10345,8,70,63,2,1996-11-04,2,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,40.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,1307,Germany,United Package,(503) 555-3199
262,10345,19,80,63,2,1996-11-04,2,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,1307,Germany,United Package,(503) 555-3199
263,10345,42,9,63,2,1996-11-04,2,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,1307,Germany,United Package,(503) 555-3199
264,10346,17,36,65,3,1996-11-05,3,Alice Mutton,7,6,20 - 1 kg tins,39.0,Meat/Poultry,Prepared meats,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Federal Shipping,(503) 555-9931
265,10346,56,20,65,3,1996-11-05,3,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Federal Shipping,(503) 555-9931
266,10347,25,10,21,4,1996-11-06,3,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14.0,Confections,"Desserts, candies, and sweet breads",Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Federal Shipping,(503) 555-9931
267,10347,39,50,21,4,1996-11-06,3,Chartreuse verte,18,1,750 cc per bottle,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Federal Shipping,(503) 555-9931
268,10347,40,4,21,4,1996-11-06,3,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,Seafood,Seaweed and fish,Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Federal Shipping,(503) 555-9931
269,10347,75,6,21,4,1996-11-06,3,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,Beverages,"Soft drinks, coffees, teas, beers, and ales",Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Federal Shipping,(503) 555-9931
270,10348,1,15,86,4,1996-11-07,2,Chais,1,1,10 boxes x 20 bags,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
271,10348,23,25,86,4,1996-11-07,2,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
272,10349,54,24,75,7,1996-11-08,1,Tourtière,25,6,16 pies,7.45,Meat/Poultry,Prepared meats,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,Speedy Express,(503) 555-9831
273,10350,50,15,41,6,1996-11-11,2,Valkoinen suklaa,23,3,12 - 100 g bars,16.25,Confections,"Desserts, candies, and sweet breads",La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,United Package,(503) 555-3199
274,10350,69,18,41,6,1996-11-11,2,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,Dairy Products,Cheeses,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,United Package,(503) 555-3199
275,10351,38,20,20,1,1996-11-11,1,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Speedy Express,(503) 555-9831
276,10351,41,13,20,1,1996-11-11,1,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,Seafood,Seaweed and fish,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Speedy Express,(503) 555-9831
277,10351,44,77,20,1,1996-11-11,1,Gula Malacca,20,2,20 - 2 kg bags,19.45,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Speedy Express,(503) 555-9831
278,10351,65,10,20,1,1996-11-11,1,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Speedy Express,(503) 555-9831
279,10352,24,10,28,3,1996-11-12,3,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,Beverages,"Soft drinks, coffees, teas, beers, and ales",Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,Federal Shipping,(503) 555-9931
280,10352,54,20,28,3,1996-11-12,3,Tourtière,25,6,16 pies,7.45,Meat/Poultry,Prepared meats,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,Federal Shipping,(503) 555-9931
281,10353,11,12,59,7,1996-11-13,3,Queso Cabrales,5,4,1 kg pkg.,21.0,Dairy Products,Cheeses,Piccolo und mehr,Georg Pipps,Geislweg 14,Salzburg,5020,Austria,Federal Shipping,(503) 555-9931
282,10353,38,50,59,7,1996-11-13,3,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,Beverages,"Soft drinks, coffees, teas, beers, and ales",Piccolo und mehr,Georg Pipps,Geislweg 14,Salzburg,5020,Austria,Federal Shipping,(503) 555-9931
283,10354,1,12,58,8,1996-11-14,3,Chais,1,1,10 boxes x 20 bags,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Pericles Comidas clásicas,Guillermo Fernández,Calle Dr. Jorge Cash 321,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
284,10354,29,4,58,8,1996-11-14,3,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,Meat/Poultry,Prepared meats,Pericles Comidas clásicas,Guillermo Fernández,Calle Dr. Jorge Cash 321,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
285,10355,24,25,4,6,1996-11-15,1,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,Beverages,"Soft drinks, coffees, teas, beers, and ales",Around the Horn,Thomas Hardy,120 Hanover Sq.,London,WA1 1DP,UK,Speedy Express,(503) 555-9831
286,10355,57,25,4,6,1996-11-15,1,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,Grains/Cereals,"Breads, crackers, pasta, and cereal",Around the Horn,Thomas Hardy,120 Hanover Sq.,London,WA1 1DP,UK,Speedy Express,(503) 555-9831
287,10356,31,30,86,6,1996-11-18,2,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,Dairy Products,Cheeses,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
288,10356,55,12,86,6,1996-11-18,2,Pâté chinois,25,6,24 boxes x 2 pies,24.0,Meat/Poultry,Prepared meats,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
289,10356,69,20,86,6,1996-11-18,2,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,Dairy Products,Cheeses,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
290,10357,10,30,46,1,1996-11-19,3,Ikura,4,8,12 - 200 ml jars,31.0,Seafood,Seaweed and fish,LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Federal Shipping,(503) 555-9931
291,10357,26,16,46,1,1996-11-19,3,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,Confections,"Desserts, candies, and sweet breads",LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Federal Shipping,(503) 555-9931
292,10357,60,8,46,1,1996-11-19,3,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,Dairy Products,Cheeses,LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Federal Shipping,(503) 555-9931
293,10358,24,10,41,5,1996-11-20,1,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,Beverages,"Soft drinks, coffees, teas, beers, and ales",La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,Speedy Express,(503) 555-9831
294,10358,34,10,41,5,1996-11-20,1,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,Speedy Express,(503) 555-9831
295,10358,36,20,41,5,1996-11-20,1,Inlagd Sill,17,8,24 - 250 g jars,19.0,Seafood,Seaweed and fish,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,Speedy Express,(503) 555-9831
296,10359,16,56,72,5,1996-11-21,3,Pavlova,7,3,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Seven Seas Imports,Hari Kumar,90 Wadhurst Rd.,London,OX15 4NB,UK,Federal Shipping,(503) 555-9931
297,10359,31,70,72,5,1996-11-21,3,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,Dairy Products,Cheeses,Seven Seas Imports,Hari Kumar,90 Wadhurst Rd.,London,OX15 4NB,UK,Federal Shipping,(503) 555-9931
298,10359,60,80,72,5,1996-11-21,3,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,Dairy Products,Cheeses,Seven Seas Imports,Hari Kumar,90 Wadhurst Rd.,London,OX15 4NB,UK,Federal Shipping,(503) 555-9931
299,10360,28,30,7,4,1996-11-22,3,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,Produce,Dried fruit and bean curd,Blondel père et fils,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,Federal Shipping,(503) 555-9931
300,10360,29,35,7,4,1996-11-22,3,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,Meat/Poultry,Prepared meats,Blondel père et fils,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,Federal Shipping,(503) 555-9931
301,10360,38,10,7,4,1996-11-22,3,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,Beverages,"Soft drinks, coffees, teas, beers, and ales",Blondel père et fils,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,Federal Shipping,(503) 555-9931
302,10360,49,35,7,4,1996-11-22,3,Maxilaku,23,3,24 - 50 g pkgs.,20.0,Confections,"Desserts, candies, and sweet breads",Blondel père et fils,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,Federal Shipping,(503) 555-9931
303,10360,54,28,7,4,1996-11-22,3,Tourtière,25,6,16 pies,7.45,Meat/Poultry,Prepared meats,Blondel père et fils,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,Federal Shipping,(503) 555-9931
304,10361,39,54,63,1,1996-11-22,2,Chartreuse verte,18,1,750 cc per bottle,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,1307,Germany,United Package,(503) 555-3199
305,10361,60,55,63,1,1996-11-22,2,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,Dairy Products,Cheeses,QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,1307,Germany,United Package,(503) 555-3199
306,10362,25,50,9,3,1996-11-25,1,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14.0,Confections,"Desserts, candies, and sweet breads",Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Speedy Express,(503) 555-9831
307,10362,51,20,9,3,1996-11-25,1,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,Produce,Dried fruit and bean curd,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Speedy Express,(503) 555-9831
308,10362,54,24,9,3,1996-11-25,1,Tourtière,25,6,16 pies,7.45,Meat/Poultry,Prepared meats,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Speedy Express,(503) 555-9831
309,10363,31,20,17,4,1996-11-26,3,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,Dairy Products,Cheeses,Drachenblut Delikatessend,Sven Ottlieb,Walserweg 21,Aachen,52066,Germany,Federal Shipping,(503) 555-9931
310,10363,75,12,17,4,1996-11-26,3,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,Beverages,"Soft drinks, coffees, teas, beers, and ales",Drachenblut Delikatessend,Sven Ottlieb,Walserweg 21,Aachen,52066,Germany,Federal Shipping,(503) 555-9931
311,10363,76,12,17,4,1996-11-26,3,Lakkalikööri,23,1,500 ml,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Drachenblut Delikatessend,Sven Ottlieb,Walserweg 21,Aachen,52066,Germany,Federal Shipping,(503) 555-9931
312,10364,69,30,19,1,1996-11-26,1,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,Dairy Products,Cheeses,Eastern Connection,Ann Devon,35 King George,London,WX3 6FW,UK,Speedy Express,(503) 555-9831
313,10364,71,5,19,1,1996-11-26,1,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,Dairy Products,Cheeses,Eastern Connection,Ann Devon,35 King George,London,WX3 6FW,UK,Speedy Express,(503) 555-9831
314,10365,11,24,3,3,1996-11-27,2,Queso Cabrales,5,4,1 kg pkg.,21.0,Dairy Products,Cheeses,Antonio Moreno Taquería,Antonio Moreno,Mataderos 2312,México D.F.,5023,Mexico,United Package,(503) 555-3199
